,repository,package,fix_commit,lock_file_fix_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
651,linode/developers,minimist,305fa6ffab00834dc964861aaf6d4225d9b8c1c9,1.2.5,1.2.5,1.2.5,179,2020-04-04T21:46:12Z,2020-06-01 07:44:01-04:00,"57,13",False
652,lskjs/lskjs,mixin-deep,5bee3a05ac0af3bc2d6dc3c2e789a078d541c05e,1.3.2,2.0.1,1.3.2,9,2019-11-15T14:57:45Z,2020-02-13 10:32:56+02:00,"89,17",True
653,lskjs/lskjs,mixin-deep,5bee3a05ac0af3bc2d6dc3c2e789a078d541c05e,1.3.2,2.0.1,1.3.2,10,2019-11-15T14:57:48Z,2020-02-13 10:32:56+02:00,"89,17",True
654,lskjs/lskjs,mixin-deep,5bee3a05ac0af3bc2d6dc3c2e789a078d541c05e,1.3.2,2.0.1,1.3.2,13,2019-11-15T14:58:01Z,2020-02-13 10:32:56+02:00,"89,17",True
655,lskjs/lskjs,mixin-deep,a3e38877c25d41411384dc2d4c99a3a26f76ba30,1.3.1,2.0.1,1.3.2,9,2019-11-15T14:57:45Z,2020-01-20 22:17:50+02:00,"66,5",False
656,lskjs/lskjs,mixin-deep,a3e38877c25d41411384dc2d4c99a3a26f76ba30,1.3.1,2.0.1,1.3.2,10,2019-11-15T14:57:48Z,2020-01-20 22:17:50+02:00,"66,5",False
657,lskjs/lskjs,mixin-deep,a3e38877c25d41411384dc2d4c99a3a26f76ba30,1.3.1,2.0.1,1.3.2,13,2019-11-15T14:58:01Z,2020-01-20 22:17:50+02:00,"66,5",False
658,lskjs/lskjs,mixin-deep,de439d063d4cf65aa2b7237893218ab5564b0211,1.3.1,2.0.1,1.3.2,9,2019-11-15T14:57:45Z,2020-01-10 22:15:18+02:00,"56,5",False
659,lskjs/lskjs,mixin-deep,de439d063d4cf65aa2b7237893218ab5564b0211,1.3.1,2.0.1,1.3.2,10,2019-11-15T14:57:48Z,2020-01-10 22:15:18+02:00,"56,5",False
660,lskjs/lskjs,mixin-deep,de439d063d4cf65aa2b7237893218ab5564b0211,1.3.1,2.0.1,1.3.2,13,2019-11-15T14:58:01Z,2020-01-10 22:15:18+02:00,"56,5",False
661,lskjs/lskjs,serialize-javascript,de439d063d4cf65aa2b7237893218ab5564b0211,1.6.1,2.1.2,2.1.1,14,2019-12-06T15:33:12Z,2020-01-10 22:15:18+02:00,"35,4",False
662,lskjs/lskjs,handlebars,fe16545462b12e8c8d6bd26ef6ca26ad81bcd96b,4.7.2,4.7.3,4.5.3,15,2019-12-28T03:01:29Z,2020-02-05 18:25:53+02:00,"39,13",False
663,lskjs/lskjs,handlebars,1f6b1f5fa2062f9098bb3178b1dea244ec91741d,4.7.2,4.7.3,4.5.3,15,2019-12-28T03:01:29Z,2020-02-13 10:20:52+02:00,"47,5",False
664,lskjs/lskjs,handlebars,1f6b1f5fa2062f9098bb3178b1dea244ec91741d,4.7.2,4.7.3,4.7.3,16,2020-02-05T16:28:35Z,2020-02-13 10:20:52+02:00,"7,15",False
665,lskjs/lskjs,lodash,b73b7a8a912e4c33a738c8c14cb50e47b397fda5,4.17.15,4.17.15,4.17.13,17,2020-02-06T14:31:28Z,2020-02-12 20:10:02+02:00,"6,3",False
666,lskjs/lskjs,lodash,b73b7a8a912e4c33a738c8c14cb50e47b397fda5,4.17.15,4.17.15,4.17.13,18,2020-02-06T15:52:25Z,2020-02-12 20:10:02+02:00,"6,2",False
667,lskjs/lskjs,acorn,e3fcf92b62aaffffaf1ad753b8ab41e26682ce48,6.4.1,7.2.0,6.4.1,20,2020-03-13T22:09:53Z,2020-05-09 21:09:54+03:00,"56,20",True
668,lskjs/ux,lodash,45d5962da15db1471afe91e4af35b0846d499a89,4.17.11,4.17.15,4.17.15,19,2019-10-28T13:51:40Z,2020-01-23 17:13:24+02:00,"87,1",False
669,lskjs/ux,lodash,45d5962da15db1471afe91e4af35b0846d499a89,4.17.11,4.17.15,4.17.15,20,2019-10-28T13:52:47Z,2020-01-23 17:13:24+02:00,"87,1",False
670,lskjs/ux,lodash,7d2616dd62e4d559a3acbbde438f8c7a66d97468,4.17.11,4.17.15,4.17.15,19,2019-10-28T13:51:40Z,2019-12-26 14:25:37+04:00,"58,20",False
671,lskjs/ux,lodash,7d2616dd62e4d559a3acbbde438f8c7a66d97468,4.17.11,4.17.15,4.17.15,20,2019-10-28T13:52:47Z,2019-12-26 14:25:37+04:00,"58,20",False
672,lskjs/ux,handlebars,46087574fbae7bc0c09309c8c6a255e3af0c1e8d,4.1.2,4.7.2,4.5.3,21,2019-12-29T13:23:06Z,2020-01-20 23:41:04+02:00,"22,8",False
673,lttb/reshadow,https-proxy-agent,a9b2425672c4116cccc8747a3acaac4a9193ae79,2.2.4,5.0.0,2.2.4,109,2020-04-16T11:57:35Z,2020-04-28 17:58:39+03:00,"12,3",True
674,luangjokaj/wordpressify,lodash,5ec5e020b9009f3dbf20473ef287702c279c76d0,4.17.14,4.17.14,4.17.14,48,2019-07-16T11:43:42Z,2019-07-16 13:45:34+02:00,"0,0",False
675,lykmapipo/express-common,acorn,0b633828cf8e3cce0043c151a16d532733467840,7.1.1,7.1.1,7.1.1,7,2020-03-13T23:35:44Z,2020-03-30 10:30:35+03:00,"16,7",False
676,mParticle/mparticle-web-sdk,eslint,405fde7256c96461ca72296346f7ef77c936ec29,6.1.0,6.1.0,4.18.2,9,2019-06-20T21:45:15Z,2019-08-07 09:12:27-04:00,"47,15",False
677,mParticle/mparticle-web-sdk,lodash,fa0e666905a1aecfca581973952488a22f4f085c,4.17.15,4.17.15,4.17.14,11,2019-07-11T01:10:47Z,2019-10-01 09:32:37-04:00,"82,12",False
678,mParticle/mparticle-web-sdk,eslint-utils,181ec895331f8918cb94e9c1612737d91d16e93f,1.4.2,1.4.2,1.4.2,12,2019-08-27T09:39:53Z,2019-09-26 11:51:48-04:00,"30,6",False
679,maidsafe/safenetwork.tech,mixin-deep,1d200552a46101bd9756a2d78b0c20e04be5c7b1,1.3.2,2.0.1,1.3.2,488,2019-08-29T01:19:46Z,2019-11-27 00:37:19-05:00,"90,4",True
680,maidsafe/safenetwork.tech,axios,1d200552a46101bd9756a2d78b0c20e04be5c7b1,0.18.1,0.19.0,0.18.1,490,2019-08-29T06:41:07Z,2019-11-27 00:37:19-05:00,"89,22",True
681,maidsafe/safenetwork.tech,fstream,1d200552a46101bd9756a2d78b0c20e04be5c7b1,1.0.12,1.0.12,1.0.12,491,2019-08-29T06:41:12Z,2019-11-27 00:37:19-05:00,"89,22",False
682,makeomatic/ms-users,serialize-javascript,4d11f2c8f2b1c23fa857507b3bb8becc40aacaa6,2.1.2,2.1.2,2.1.1,435,2019-12-06T23:05:06Z,2019-12-09 20:45:57-08:00,"3,5",False
683,makeomatic/ms-users,npm,658b9d5ad39de8ad0dd0b25c7edaf951480a5ecb,6.13.4,6.13.4,6.13.4,437,2019-12-13T19:13:45Z,2019-12-16 16:24:26-08:00,"3,5",False
684,makeomatic/ms-users,acorn,c544d8a4767ed543cd18a2aedab6c2517977d226,7.1.1,7.2.0,7.1.1,447,2020-03-13T23:29:26Z,2020-05-12 17:05:30+03:00,"59,14",True
685,makerdao/dai.js,handlebars,e31fd93022091b164f8bcc2efcae03ea3652b551,4.7.3,4.7.3,4.5.3,199,2019-12-28T01:14:06Z,2020-03-30 13:25:23+01:00,"93,11",False
686,makerdao/mcd-cdp-portal,acorn,725ca1a166073f217be089660bd447e57ae37805,5.7.3,7.1.1,5.7.4,207,2020-03-14T03:38:17Z,2020-03-30 16:52:16+01:00,"16,12",False
687,mapcentia/vidi,braces,2a3d23efb32b838f683a4915150930f9d12a0f9c,2.3.2,3.0.2,2.3.2,181,2019-10-30T12:44:55Z,2020-09-01 09:39:02+02:00,"306,18",True
688,mapcentia/vidi,brace-expansion,3fd98778a231851c7873a40541a30848354d5170,1.1.11,2.0.1,1.1.11,183,2019-11-07T14:25:46Z,2021-03-05 14:19:59+01:00,"483,22",True
689,mapcentia/vidi,lodash,3fd98778a231851c7873a40541a30848354d5170,4.17.15,4.17.21,4.17.15,184,2019-11-07T14:25:47Z,2021-03-05 14:19:59+01:00,"483,22",True
690,mapcentia/vidi,is-my-json-valid,3fd98778a231851c7873a40541a30848354d5170,2.19.0,2.20.5,2.20.0,185,2019-11-07T14:25:49Z,2021-03-05 14:19:59+01:00,"483,22",False
691,mapcentia/vidi,js-yaml,3fd98778a231851c7873a40541a30848354d5170,3.13.1,4.0.0,3.13.1,186,2019-11-07T14:25:49Z,2021-03-05 14:19:59+01:00,"483,22",True
692,mapcentia/vidi,debug,3fd98778a231851c7873a40541a30848354d5170,2.6.9,4.3.2,2.6.9,187,2019-11-07T14:25:50Z,2021-03-05 14:19:59+01:00,"483,22",True
693,mar10/fancytree,acorn,d797c5cbb9022b07edc176e616b2cedd2f0e3819,6.4.1,7.1.1,6.4.1,997,2020-03-13T20:54:36Z,2020-03-22 11:49:27+01:00,"8,13",True
694,marp-team/marpit,acorn,bc23a7983019e557645ec8b27eba3234989f973d,6.4.1,7.1.1,5.7.4,223,2020-03-13T22:58:30Z,2020-03-15 14:16:29+09:00,"1,6",False
695,maticnetwork/contracts,acorn,bf815184b59e627d35ccb0f386ef12a8d40cf983,6.4.1,7.1.1,6.4.1,204,2020-03-13T21:18:35Z,2020-05-07 21:06:30+05:30,"54,18",True
696,maxjeffwell/full-stack-capstone-client,jquery,7d79fbf1a78f2a417a5a66a3cf3ffd5e29640ad4,3.5.1,3.5.1,3.5.0,10,2020-04-30T11:45:32Z,2020-05-25 16:34:14-04:00,"25,8",False
697,medialab/website,acorn,cd1facfb1eb475aa6261ed06f51a3fca0efb0580,7.1.1,7.1.1,7.1.1,481,2020-03-13T22:10:40Z,2020-03-18 15:41:14+01:00,"4,16",False
698,medialab/website,acorn,cd1facfb1eb475aa6261ed06f51a3fca0efb0580,7.1.1,7.1.1,6.4.1,482,2020-03-13T23:03:32Z,2020-03-18 15:41:14+01:00,"4,15",False
699,michaeldzjap/react-signature-pad-wrapper,lodash,71b41e12024d515f4d89a5f81019c3b98f7ea741,4.17.11,4.17.15,4.17.15,12,2019-11-02T18:19:37Z,2020-03-15 09:07:52+01:00,"133,13",False
700,michaeldzjap/react-signature-pad-wrapper,acorn,6a729f40b0683c7d17c9290c14e65df7e931913b,7.1.1,7.1.1,6.4.1,15,2020-03-13T21:06:00Z,2020-04-08 08:41:09+02:00,"25,9",False
701,michaeldzjap/react-signature-pad-wrapper,acorn,6a729f40b0683c7d17c9290c14e65df7e931913b,7.1.1,7.1.1,6.4.1,16,2020-03-13T21:13:43Z,2020-04-08 08:41:09+02:00,"25,9",False
702,microsoft/monaco-editor,acorn,0dd8a9142221d9c954afa6c6a65d83ebb363ae6e,6.4.1,7.1.1,6.4.1,1871,2020-03-13T22:03:41Z,2020-03-16 11:14:13+01:00,"2,12",True
703,microsoft/monaco-editor,jquery,c00ccf8b1d60c4ead2091bfef92ea59fe7a7a360,3.5.1,3.5.1,3.5.0,1950,2020-04-30T11:59:53Z,2020-08-06 15:04:57+02:00,"98,1",False
704,microsoft/monaco-editor,jquery,c00ccf8b1d60c4ead2091bfef92ea59fe7a7a360,3.5.1,3.5.1,3.5.1,1962,2020-05-11T16:22:26Z,2020-08-06 15:04:57+02:00,"86,20",False
705,mika-cn/maoxian-web-clipper,acorn,2b807a016809d9f0f73747bb9d06272fbfc8dda8,6.4.1,7.1.1,6.4.1,111,2020-04-02T14:13:59Z,2020-04-20 18:35:33+08:00,"17,20",True
706,minimit/xtendui,npm,0b54ae60c4891d7060ead78b0d147f0214e00816,6.13.7,6.13.7,6.13.4,1,2019-12-13T18:26:10Z,2020-02-24 11:56:47+01:00,"72,16",False
707,minimit/xtendui,npm,0b54ae60c4891d7060ead78b0d147f0214e00816,6.13.7,6.13.7,6.13.7,2,2020-02-05T15:07:17Z,2020-02-24 11:56:47+01:00,"18,19",False
708,mjmlio/mjml,lodash.merge,dafa42bf24b59aea989d4ffecb674bd0140e875d,4.6.2,4.6.2,4.6.2,1780,2019-12-19T21:52:33Z,2020-03-05 15:28:27+03:00,"76,14",False
709,mjmlio/mjml,mixin-deep,736c5b87f2bb482ac53aacbeeecfbab5b9144e00,1.3.2,2.0.1,1.3.2,1781,2019-12-19T21:54:09Z,2020-02-28 15:57:31+01:00,"70,17",True
710,mjmlio/mjml,handlebars,736c5b87f2bb482ac53aacbeeecfbab5b9144e00,4.7.3,4.7.3,4.5.3,1785,2019-12-28T17:12:26Z,2020-02-28 15:57:31+01:00,"61,21",False
711,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.19.1,145,2019-11-20T22:10:40Z,2020-04-09 09:18:40-07:00,"140,18",False
712,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,167,2020-02-14T23:45:30Z,2020-04-09 09:18:40-07:00,"54,16",False
713,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,168,2020-02-14T23:46:24Z,2020-04-09 09:18:40-07:00,"54,16",False
714,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,169,2020-02-14T23:46:46Z,2020-04-09 09:18:40-07:00,"54,16",False
715,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,170,2020-02-14T23:48:06Z,2020-04-09 09:18:40-07:00,"54,16",False
716,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,171,2020-02-14T23:48:20Z,2020-04-09 09:18:40-07:00,"54,16",False
717,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.0,172,2020-02-15T00:02:44Z,2020-04-09 09:18:40-07:00,"54,16",False
718,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.4,184,2020-03-16T16:04:18Z,2020-04-09 09:18:40-07:00,"24,0",False
719,mobxjs/mst-gql,yarn,bcd2f74180d8242eea4f110890edc8c09d0ef894,1.22.4,1.22.4,1.22.4,186,2020-03-16T16:05:17Z,2020-04-09 09:18:40-07:00,"24,0",False
720,mobxjs/mst-gql,acorn,080b9e83121c374c27825233a1b4fcbcf1bb257a,6.4.1,7.1.1,5.7.4,176,2020-03-14T16:27:10Z,2020-03-16 09:33:56-07:00,"2,0",False
721,mobxjs/mst-gql,acorn,080b9e83121c374c27825233a1b4fcbcf1bb257a,6.4.1,7.1.1,5.7.4,177,2020-03-14T16:37:12Z,2020-03-16 09:33:56-07:00,"1,23",False
722,mobxjs/mst-gql,acorn,080b9e83121c374c27825233a1b4fcbcf1bb257a,6.4.1,7.1.1,5.7.4,178,2020-03-14T17:01:34Z,2020-03-16 09:33:56-07:00,"1,23",False
723,mobxjs/mst-gql,acorn,080b9e83121c374c27825233a1b4fcbcf1bb257a,6.4.1,7.1.1,5.7.4,179,2020-03-14T17:28:10Z,2020-03-16 09:33:56-07:00,"1,23",False
724,mobxjs/mst-gql,acorn,bcd2f74180d8242eea4f110890edc8c09d0ef894,6.4.1,7.1.1,5.7.4,176,2020-03-14T16:27:10Z,2020-04-09 09:18:40-07:00,"25,23",False
725,mobxjs/mst-gql,acorn,bcd2f74180d8242eea4f110890edc8c09d0ef894,6.4.1,7.1.1,5.7.4,177,2020-03-14T16:37:12Z,2020-04-09 09:18:40-07:00,"25,23",False
726,mobxjs/mst-gql,acorn,bcd2f74180d8242eea4f110890edc8c09d0ef894,6.4.1,7.1.1,5.7.4,178,2020-03-14T17:01:34Z,2020-04-09 09:18:40-07:00,"25,23",False
727,mobxjs/mst-gql,acorn,bcd2f74180d8242eea4f110890edc8c09d0ef894,6.4.1,7.1.1,5.7.4,179,2020-03-14T17:28:10Z,2020-04-09 09:18:40-07:00,"25,22",False
728,mozilla/Spoke,https-proxy-agent,2598831ba7b5a766a56bfeb05b3b6a46130e5339,4.0.0,5.0.0,2.2.4,955,2020-04-16T19:04:32Z,2020-07-23 16:25:04-07:00,"98,4",False
729,mozilla/hubs,acorn,886f8a6005309e3481fd4cfb3d4ca69fd1a08325,6.4.1,7.1.1,5.7.4,2328,2020-04-04T16:11:00Z,2020-04-08 15:12:47-07:00,"4,6",False
730,mrdoob/three.js,lodash,d75e75c8df67fcd026d68d3d6b62772c973b05ec,4.17.14,4.17.14,4.17.14,17040,2019-07-16T20:32:36Z,2019-07-16 22:38:43+02:00,"0,0",False
731,netlify/cli,yarn,afd1c506f98f72f972fe3820edc8a5a9b06280fd,1.22.0,1.22.0,1.22.0,708,2020-02-15T00:03:24Z,2020-02-19 16:12:08+05:00,"4,11",False
732,nib-edit/Nib,acorn,5f202477973eae959f582fc4b079d6d9b7b15fe2,5.7.4,7.1.1,5.7.4,102,2020-03-14T02:35:18Z,2020-04-11 17:35:49+05:30,"28,9",True
733,nmxiaowei/avue,handlebars,16def098cda66c0c5804bf06c555089dfef4ab16,4.7.6,4.7.6,4.5.3,166,2019-12-28T06:58:58Z,2021-01-13 14:05:33+08:00,"381,23",False
734,noobaa/noobaa-core,handlebars,a551cfb826175adea0955ba69066230045a71111,4.5.3,4.5.3,4.5.3,5854,2019-12-28T10:43:24Z,2019-12-29 11:48:06+02:00,"0,23",False
735,noobaa/noobaa-core,acorn,a682c9bd28ca1ebea399755e1fc791762035cd35,7.1.1,7.4.0,5.7.4,5945,2020-03-13T23:38:39Z,2020-08-06 15:35:57+03:00,"145,12",False
736,noobaa/noobaa-core,acorn,a682c9bd28ca1ebea399755e1fc791762035cd35,7.1.1,7.4.0,5.7.4,5946,2020-03-13T23:39:15Z,2020-08-06 15:35:57+03:00,"145,12",False
737,noobaa/noobaa-core,acorn,c22c7ee8d4e757ddae24023c8b7b59f159bfe1b0,7.1.1,8.0.4,5.7.4,5945,2020-03-13T23:38:39Z,2020-10-12 18:56:43+03:00,"212,16",False
738,noobaa/noobaa-core,acorn,c22c7ee8d4e757ddae24023c8b7b59f159bfe1b0,7.1.1,8.0.4,5.7.4,5946,2020-03-13T23:39:15Z,2020-10-12 18:56:43+03:00,"212,16",False
739,noobaa/noobaa-core,minimist,980633a4d945c757126a8f4e79e5df3392f6c2e8,1.2.5,1.2.5,1.2.3,5974,2020-04-04T22:20:31Z,2020-04-22 12:00:24+03:00,"17,10",False
740,nuxeo/doc.nuxeo.com,lodash.defaultsdeep,0e63d4b1b0f43183da7bd945c1055f1e2f157b8d,4.6.1,4.6.1,4.6.1,56,2019-07-31T11:26:19Z,2019-07-31 12:41:15+01:00,"0,0",False
741,nuxeo/doc.nuxeo.com,eslint-utils,dfd8e537f1d2a0806528ddd1c6aa9ebef1ac24b3,1.4.2,1.4.2,1.4.2,60,2019-08-27T02:14:14Z,2019-09-10 13:09:14+01:00,"14,9",False
742,nuxeo/doc.nuxeo.com,jquery,4371d52ca1d8da4fc1991ab5def833be27ad1baf,3.5.1,3.5.1,3.5.0,64,2020-04-29T23:17:23Z,2020-12-01 11:37:06+00:00,"215,12",False
743,oVirt/ovirt-web-ui,lodash.merge,23ec5a6fe38c2c16db0335fe001db6571a793d3d,4.6.2,4.6.2,4.6.2,1074,2019-08-04T13:59:35Z,2019-08-20 11:26:21-04:00,"16,1",False
744,oVirt/ovirt-web-ui,lodash-es,23ec5a6fe38c2c16db0335fe001db6571a793d3d,4.17.15,4.17.15,4.17.15,1076,2019-08-04T13:59:37Z,2019-08-20 11:26:21-04:00,"16,1",False
745,obniz/obniz,extend,1a141698022fd08512f441758609c4375f286fab,3.0.2,3.0.2,3.0.2,208,2019-10-10T02:18:26Z,2019-12-25 17:38:44+09:00,"76,6",False
746,obniz/obniz,mixin-deep,96d23eaf390ff5f609f14c512dcd24510fe712c7,1.3.2,2.0.1,1.3.2,210,2019-10-10T02:18:30Z,2020-01-16 18:28:40+09:00,"98,7",True
747,okonet/lint-staged,acorn,1f5968ef3af9f6c1534810ec380bdf09ffc66e2b,7.1.1,7.2.0,5.7.4,812,2020-03-13T22:47:12Z,2020-05-15 16:39:48+03:00,"62,14",False
748,okonet/lint-staged,acorn,1f5968ef3af9f6c1534810ec380bdf09ffc66e2b,7.1.1,7.2.0,6.4.1,855,2020-04-28T12:56:01Z,2020-05-15 16:39:48+03:00,"17,0",False
749,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,6.6.0,7.7.0,4.18.2,587,2019-10-29T21:22:49Z,2020-08-18 14:12:41-07:00,"293,23",False
750,okta/okta-oidc-js,eslint,bcdb293008574dea59fbf3e80439472dd2211acd,6.6.0,7.7.0,4.18.2,589,2019-10-29T21:22:51Z,2020-08-18 14:12:41-07:00,"293,23",False
751,okta/okta-oidc-js,handlebars,506f3b9ba85cbc493c37d7af28befbb5ede04485,4.7.7,4.7.7,4.5.3,639,2019-12-28T01:35:52Z,2021-04-05 14:14:31+03:00,"464,9",False
752,okta/okta-oidc-js,acorn,a5c711318b7d337306d9f997c1eb728663299933,7.1.0,8.0.4,5.7.4,701,2020-03-13T23:47:58Z,2020-11-09 10:25:05-08:00,"240,18",False
753,okta/okta-oidc-js,acorn,a5c711318b7d337306d9f997c1eb728663299933,7.1.0,8.0.4,6.4.1,702,2020-03-14T01:21:49Z,2020-11-09 10:25:05-08:00,"240,17",False
754,okta/okta-oidc-js,acorn,a5c711318b7d337306d9f997c1eb728663299933,7.1.0,8.0.4,5.7.4,703,2020-03-14T07:14:04Z,2020-11-09 10:25:05-08:00,"240,11",False
755,okta/okta-oidc-js,acorn,a5c711318b7d337306d9f997c1eb728663299933,7.1.0,8.0.4,5.7.4,733,2020-04-04T22:55:16Z,2020-11-09 10:25:05-08:00,"218,19",False
756,okta/okta-oidc-js,acorn,a5c711318b7d337306d9f997c1eb728663299933,7.1.0,8.0.4,5.7.4,734,2020-04-05T12:22:40Z,2020-11-09 10:25:05-08:00,"218,6",False
757,okta/okta-oidc-js,acorn,2c893448786a26aa6b9dea2b480c5ba72041fd31,7.1.0,8.0.4,5.7.4,701,2020-03-13T23:47:58Z,2020-11-09 10:31:01-08:00,"240,18",False
758,okta/okta-oidc-js,acorn,2c893448786a26aa6b9dea2b480c5ba72041fd31,7.1.0,8.0.4,6.4.1,702,2020-03-14T01:21:49Z,2020-11-09 10:31:01-08:00,"240,17",False
759,okta/okta-oidc-js,acorn,2c893448786a26aa6b9dea2b480c5ba72041fd31,7.1.0,8.0.4,5.7.4,703,2020-03-14T07:14:04Z,2020-11-09 10:31:01-08:00,"240,11",False
760,okta/okta-oidc-js,acorn,2c893448786a26aa6b9dea2b480c5ba72041fd31,7.1.0,8.0.4,5.7.4,733,2020-04-04T22:55:16Z,2020-11-09 10:31:01-08:00,"218,19",False
761,okta/okta-oidc-js,acorn,2c893448786a26aa6b9dea2b480c5ba72041fd31,7.1.0,8.0.4,5.7.4,734,2020-04-05T12:22:40Z,2020-11-09 10:31:01-08:00,"218,6",False
762,okta/okta-oidc-js,acorn,3a134b21000b7b3b9eb3528c787c3d6014d56498,7.1.0,8.0.1,5.7.4,701,2020-03-13T23:47:58Z,2020-09-02 10:32:46-07:00,"172,17",False
763,okta/okta-oidc-js,acorn,3a134b21000b7b3b9eb3528c787c3d6014d56498,7.1.0,8.0.1,6.4.1,702,2020-03-14T01:21:49Z,2020-09-02 10:32:46-07:00,"172,16",False
764,okta/okta-oidc-js,acorn,3a134b21000b7b3b9eb3528c787c3d6014d56498,7.1.0,8.0.1,5.7.4,703,2020-03-14T07:14:04Z,2020-09-02 10:32:46-07:00,"172,10",False
765,okta/okta-oidc-js,acorn,3a134b21000b7b3b9eb3528c787c3d6014d56498,7.1.0,8.0.1,5.7.4,733,2020-04-04T22:55:16Z,2020-09-02 10:32:46-07:00,"150,18",False
766,okta/okta-oidc-js,acorn,3a134b21000b7b3b9eb3528c787c3d6014d56498,7.1.0,8.0.1,5.7.4,734,2020-04-05T12:22:40Z,2020-09-02 10:32:46-07:00,"150,5",False
767,okta/okta-signin-widget,mixin-deep,70ef79f5d06969ded2c785dd7fa46e07a4b86c6d,1.3.2,2.0.1,1.3.2,937,2019-10-29T18:44:12Z,2020-05-07 10:43:52-07:00,"190,22",True
768,okta/okta-signin-widget,mixin-deep,70ef79f5d06969ded2c785dd7fa46e07a4b86c6d,1.3.2,2.0.1,1.3.2,938,2019-10-29T18:44:12Z,2020-05-07 10:43:52-07:00,"190,22",True
769,okta/okta-signin-widget,mixin-deep,70ef79f5d06969ded2c785dd7fa46e07a4b86c6d,1.3.2,2.0.1,1.3.2,939,2019-10-29T18:44:16Z,2020-05-07 10:43:52-07:00,"190,22",True
770,okta/okta-signin-widget,eslint-utils,8a169c1add83002cf656188c8e52f01caf5418a2,1.4.3,2.1.0,1.4.3,940,2019-10-29T18:44:20Z,2020-07-29 13:25:39-07:00,"274,1",True
771,okta/okta-signin-widget,lodash,5ec4f294d8f2a3ac9ad88943c72b2eed6cf15a49,4.17.14,4.17.15,4.17.15,941,2019-10-29T18:44:31Z,2019-10-31 13:19:34-07:00,"2,1",False
772,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.5.3,995,2019-12-28T08:27:44Z,2021-04-01 15:51:17+00:00,"460,7",False
773,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.5.3,996,2019-12-28T08:29:51Z,2021-04-01 15:51:17+00:00,"460,7",False
774,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.7.3,1103,2020-03-23T16:32:43Z,2021-04-01 15:51:17+00:00,"373,23",False
775,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.7.3,1104,2020-03-23T16:32:44Z,2021-04-01 15:51:17+00:00,"373,23",False
776,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.7.6,1128,2020-04-08T21:01:17Z,2021-04-01 15:51:17+00:00,"357,18",False
777,okta/okta-signin-widget,handlebars,3ac34f29f550b886180abb3e6ef525ca237481e1,4.1.2,4.7.7,4.7.6,1129,2020-04-08T21:01:17Z,2021-04-01 15:51:17+00:00,"357,18",False
778,okta/okta-signin-widget,https-proxy-agent,70ef79f5d06969ded2c785dd7fa46e07a4b86c6d,2.2.4,5.0.0,2.2.4,1142,2020-04-16T03:25:23Z,2020-05-07 10:43:52-07:00,"21,14",True
779,openglobus/openglobus,lodash,69bc9da9fa700f5e46953586b5dd59084cd78048,4.17.15,4.17.15,4.17.15,203,2019-10-29T21:38:12Z,2019-12-31 17:59:55+03:00,"62,17",False
780,openglobus/openglobus,mixin-deep,69bc9da9fa700f5e46953586b5dd59084cd78048,1.3.2,2.0.1,1.3.2,204,2019-10-29T21:38:13Z,2019-12-31 17:59:55+03:00,"62,17",True
781,openglobus/openglobus,eslint,69bc9da9fa700f5e46953586b5dd59084cd78048,5.16.0,6.8.0,4.18.2,205,2019-10-29T21:38:18Z,2019-12-31 17:59:55+03:00,"62,17",False
782,openpracticelibrary/openpracticelibrary,js-yaml,c4e706536a10580dff910035a78aca0dafcc6795,3.13.1,3.13.1,3.13.1,761,2019-08-07T14:41:17Z,2019-08-07 16:26:52+01:00,"0,0",False
783,optimistdigital/create-frontend,serialize-javascript,b3c803981a1bbcb3446bf654c2e628d98ff70f38,2.1.2,2.1.2,2.1.1,8,2019-12-05T19:47:39Z,2019-12-11 11:33:54+02:00,"5,13",False
